NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0252215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 12:54:29 AM,,01/03/2015 12:54:29 AM,01/03/2015 01:01:27 AM,NAT,Necessary Action Taken,Y,8I02,Tulane Ave & Elk Pl,,8,"(0.0, 0.0)"
A0252415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,01/03/2015 12:56:08 AM,,01/03/2015 12:56:08 AM,01/03/2015 01:43:07 AM,NAT,Necessary Action Taken,Y,8C01,Iberville St & Chartres St,70130,8,"(0.0, 0.0)"
B1485615,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/13/2015 01:23:12 AM,02/13/2015 01:23:57 AM,02/13/2015 01:28:23 AM,02/13/2015 02:03:11 AM,NAT,Necessary Action Taken,N,2F04,009XX Napoleon Ave,70115,2,"(0.0, 0.0)"
A0258015,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/03/2015 02:07:46 AM,01/03/2015 02:08:20 AM,01/03/2015 02:10:50 AM,01/03/2015 02:37:15 AM,NAT,Necessary Action Taken,N,6G04,007XX Howard Ave,70130,6,"(0.0, 0.0)"
A0261915,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,01/03/2015 03:08:30 AM,01/03/2015 03:19:01 AM,01/03/2015 03:23:31 AM,01/03/2015 03:44:08 AM,NAT,Necessary Action Taken,N,3X03,027XX Paris Ave,70119,3,"(0.0, 0.0)"
A0273315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 07:31:10 AM,01/03/2015 07:32:14 AM,01/03/2015 07:33:43 AM,01/03/2015 07:48:23 AM,NAT,Necessary Action Taken,N,5B03,015XX Elysian Fields Ave,70117,5,"(0.0, 0.0)"
A0273715,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),1A,37369000,3513814,01/03/2015 07:40:02 AM,01/03/2015 08:00:44 AM,01/03/2015 08:12:50 AM,01/03/2015 08:56:07 AM,NAT,Necessary Action Taken,N,2U04,034XX S Carrollton Ave,70125,2,"(0.0, 0.0)"
A0292015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 11:51:10 AM,,01/03/2015 11:51:10 AM,01/03/2015 12:01:20 PM,NAT,Necessary Action Taken,Y,5K02,022XX A P Tureaud Ave,70119,5,"(0.0, 0.0)"
A0301515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/03/2015 01:35:56 PM,01/03/2015 05:51:46 PM,01/03/2015 05:53:54 PM,01/03/2015 06:39:45 PM,NAT,Necessary Action Taken,N,6F06,025XX La Salle St,70113,6,"(0.0, 0.0)"
A0303915,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,01/03/2015 02:03:42 PM,01/03/2015 02:04:36 PM,01/03/2015 02:21:52 PM,01/03/2015 02:40:34 PM,NAT,Necessary Action Taken,N,1E03,006XX N Rampart St,70112,1,"(0.0, 0.0)"
A0311115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/03/2015 03:24:44 PM,01/03/2015 03:27:54 PM,01/03/2015 03:31:05 PM,01/03/2015 03:35:06 PM,UNF,UNFOUNDED,N,1G01,S Prieur St & Gravier St,70112,1,"(0.0, 0.0)"
A0311915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 03:33:27 PM,01/03/2015 03:35:18 PM,01/03/2015 03:40:07 PM,01/03/2015 04:05:20 PM,UNF,UNFOUNDED,N,8D03,Dauphine St & Orleans Ave,70116,8,"(0.0, 0.0)"
A0323415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 05:42:07 PM,01/03/2015 06:01:54 PM,01/03/2015 06:07:57 PM,01/03/2015 06:12:59 PM,NAT,Necessary Action Taken,N,1I03,025XX Canal St,70119,1,"(0.0, 0.0)"
A0324215,21J,MISSING JUVENILE,2A,21J,MISSING JUVENILE,2A,37369000,3513814,01/03/2015 05:49:53 PM,01/03/2015 06:37:54 PM,01/03/2015 06:50:21 PM,01/03/2015 08:16:56 PM,RTF,REPORT TO FOLLOW,N,5Q04,027XX Higgins Blvd,70126,5,"(0.0, 0.0)"
A0326915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 06:15:20 PM,,01/03/2015 06:15:20 PM,01/03/2015 06:42:05 PM,NAT,Necessary Action Taken,Y,3U03,040XX Chef Menteur Hwy,,3,"(0.0, 0.0)"
A0327415,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,01/03/2015 06:20:14 PM,,01/03/2015 06:20:14 PM,01/03/2015 07:06:11 PM,NAT,Necessary Action Taken,Y,,Tole & S Lope,,0,"(0.0, 0.0)"
A0333215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 07:14:52 PM,,01/03/2015 07:14:52 PM,01/03/2015 07:30:20 PM,NAT,Necessary Action Taken,Y,8D06,Toulouse St & Bourbon St,70112,8,"(0.0, 0.0)"
A0334615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 07:34:51 PM,01/03/2015 07:35:59 PM,01/03/2015 07:42:24 PM,01/03/2015 08:40:35 PM,NAT,Necessary Action Taken,N,3T01,049XX Music St,70122,3,"(0.0, 0.0)"
A0335315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 07:42:31 PM,,01/03/2015 07:42:31 PM,01/03/2015 07:54:09 PM,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70112,8,"(0.0, 0.0)"
A0339515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/03/2015 08:26:30 PM,01/03/2015 08:33:38 PM,01/03/2015 08:37:52 PM,01/03/2015 08:50:42 PM,NAT,Necessary Action Taken,N,2F04,Napoleon Ave & St Charles Ave,70115,2,"(0.0, 0.0)"
A0339715,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/03/2015 08:30:41 PM,01/03/2015 08:32:36 PM,01/03/2015 08:40:16 PM,01/03/2015 09:33:57 PM,NAT,Necessary Action Taken,N,3C01,003XX 28th St,70124,3,"(0.0, 0.0)"
A0340615,17J,JUVENILE ATTACHMENT,1F,21J,MISSING JUVENILE,1A,37369000,3513814,01/03/2015 08:36:19 PM,,01/03/2015 08:36:19 PM,01/03/2015 10:15:29 PM,RTF,REPORT TO FOLLOW,Y,7C03,045XX Skyview Dr,70126,7,"(0.0, 0.0)"
A0347615,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/03/2015 09:53:23 PM,01/03/2015 09:54:21 PM,01/03/2015 09:55:35 PM,01/03/2015 10:41:19 PM,NAT,Necessary Action Taken,N,6J02,S Claiborne Ave & Mlk Blvd,70113,6,"(0.0, 0.0)"
A0351715,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/03/2015 10:41:59 PM,01/03/2015 11:17:07 PM,,01/03/2015 11:18:02 PM,NAT,Necessary Action Taken,N,5E02,050XX Marais St,70117,5,"(0.0, 0.0)"
A0406215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/04/2015 02:35:01 PM,01/04/2015 03:10:35 PM,,01/04/2015 03:22:29 PM,GOA,GONE ON ARRIVAL,N,4D04,028XX Chelsea Dr,70131,4,"(0.0, 0.0)"
A0363215,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/04/2015 01:43:02 AM,01/04/2015 01:43:40 AM,01/04/2015 01:46:20 AM,01/04/2015 02:00:27 AM,NAT,Necessary Action Taken,N,5E02,012XX Forstall St,70117,5,"(0.0, 0.0)"
A0368315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/04/2015 03:30:54 AM,01/04/2015 03:31:37 AM,,01/04/2015 03:36:40 AM,VOI,VOID,N,3I01,009XX Florida Blvd,70124,3,"(0.0, 0.0)"
A0439315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/04/2015 08:52:31 PM,01/04/2015 08:52:31 PM,01/04/2015 08:53:23 PM,01/04/2015 09:07:03 PM,NAT,Necessary Action Taken,N,8D04,003XX Bourbon St,70112,8,"(0.0, 0.0)"
A0371115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/04/2015 04:52:14 AM,01/04/2015 04:53:18 AM,01/04/2015 04:52:14 AM,01/04/2015 05:10:56 AM,NAT,Necessary Action Taken,Y,1H02,S Broad St & Baudin St,,1,"(0.0, 0.0)"
A0377315,103M,MENTAL PATIENT,1A,37,AGGRAVATED ASSAULT,2A,37369000,3513814,01/04/2015 08:01:11 AM,01/04/2015 08:10:41 AM,01/04/2015 08:15:04 AM,01/04/2015 10:16:39 AM,NAT,Necessary Action Taken,N,5A02,020XX Saint Bernard Ave,70116,5,"(0.0, 0.0)"
A0386015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/04/2015 10:28:14 AM,01/04/2015 10:49:32 AM,01/04/2015 10:53:14 AM,01/04/2015 11:49:32 AM,NAT,Necessary Action Taken,N,5H02,022XX Mazant St,70117,5,"(0.0, 0.0)"
A0389315,24,MEDICAL,2B,103,DISTURBANCE (OTHER),2A,37369000,3513814,01/04/2015 10:58:26 AM,01/04/2015 10:58:46 AM,01/04/2015 11:06:54 AM,01/04/2015 12:01:27 PM,NAT,Necessary Action Taken,N,6K01,032XX 2nd St,70125,6,"(0.0, 0.0)"
A0393315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/04/2015 11:50:18 AM,01/04/2015 11:51:20 AM,01/04/2015 11:54:56 AM,01/04/2015 12:51:07 PM,NAT,Necessary Action Taken,N,1G02,026XX Gravier St,70119,1,"(0.0, 0.0)"
B1900915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/15/2015 09:08:56 PM,02/15/2015 09:26:44 PM,02/15/2015 09:08:56 PM,02/15/2015 09:27:05 PM,NAT,Necessary Action Taken,Y,8D05,008XX Saint Louis St,70112,8,"(0.0, 0.0)"
A0400515,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/04/2015 01:25:59 PM,01/04/2015 01:27:52 PM,01/04/2015 01:27:24 PM,01/04/2015 02:32:17 PM,RTF,REPORT TO FOLLOW,N,6B02,018XX Saint Thomas St,70130,6,"(0.0, 0.0)"
A0405015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,01/04/2015 02:18:52 PM,01/04/2015 02:18:52 PM,01/04/2015 02:23:23 PM,01/04/2015 03:37:41 PM,NAT,Necessary Action Taken,N,8C01,001XX Royal St,70130,8,"(0.0, 0.0)"
A0405615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/04/2015 02:27:16 PM,01/04/2015 03:21:17 PM,,01/04/2015 03:24:37 PM,GOA,GONE ON ARRIVAL,N,5D02,011XX Mazant St,70117,5,"(0.0, 0.0)"
A0407515,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,01/04/2015 02:41:37 PM,01/04/2015 03:30:27 PM,01/04/2015 03:39:54 PM,01/04/2015 03:45:30 PM,UNF,UNFOUNDED,N,7I14,076XX Mercier St,70128,7,"(0.0, 0.0)"
A0418615,103M,MENTAL PATIENT,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2B,37369000,3513814,01/04/2015 05:07:38 PM,01/04/2015 05:08:02 PM,01/04/2015 05:10:12 PM,01/04/2015 06:44:11 PM,RTF,REPORT TO FOLLOW,N,1C01,015XX N Rocheblave St,70119,1,"(0.0, 0.0)"
A0426115,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2A,37369000,3513814,01/04/2015 06:33:20 PM,01/04/2015 07:45:28 PM,01/04/2015 07:54:18 PM,01/04/2015 10:19:24 PM,RTF,REPORT TO FOLLOW,N,2T02,086XX Belfast St,70118,2,"(0.0, 0.0)"
A0430815,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/04/2015 07:22:53 PM,01/04/2015 07:31:40 PM,01/04/2015 07:35:49 PM,01/04/2015 07:55:36 PM,UNF,UNFOUNDED,N,8C03,007XX Decatur St,70116,8,"(0.0, 0.0)"
A0448015,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,01/04/2015 11:03:37 PM,,01/04/2015 11:03:37 PM,01/04/2015 11:19:08 PM,NAT,Necessary Action Taken,Y,,Fre & Ely,,0,"(0.0, 0.0)"
A0431015,24,MEDICAL,1A,24,MEDICAL,2B,37369000,3513814,01/04/2015 07:27:05 PM,01/04/2015 07:43:54 PM,01/04/2015 07:45:20 PM,01/04/2015 07:47:54 PM,GOA,GONE ON ARRIVAL,N,2V03,Washington Ave & S Jeff Davis Pkwy,70125,2,"(0.0, 0.0)"
A0434815,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/04/2015 07:55:09 PM,,,01/04/2015 09:56:28 PM,VOI,VOID,N,7C04,047XX Chantilly Dr,70126,7,"(0.0, 0.0)"
A0437115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/04/2015 08:30:47 PM,01/04/2015 08:33:13 PM,01/04/2015 08:36:55 PM,01/04/2015 08:42:20 PM,UNF,UNFOUNDED,N,3L01,001XX Portage Pl,70119,3,"(0.0, 0.0)"
A0443215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/04/2015 09:44:29 PM,01/05/2015 01:05:26 AM,01/05/2015 01:19:52 AM,01/05/2015 02:40:19 AM,RTF,REPORT TO FOLLOW,N,5M04,026XX Louisa St,70117,5,"(0.0, 0.0)"
B1930215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 12:18:10 AM,,02/16/2015 12:18:10 AM,02/16/2015 12:24:04 AM,NAT,Necessary Action Taken,Y,8G01,Calliope St & Tchoupitoulas St,70130,6,"(0.0, 0.0)"
A0451315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 12:07:36 AM,01/05/2015 12:18:13 AM,01/05/2015 12:18:03 AM,01/05/2015 01:15:08 AM,NAT,Necessary Action Taken,N,7D06,070XX Martin Dr,70126,7,"(0.0, 0.0)"
A0461015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 03:22:36 AM,01/05/2015 03:46:41 AM,01/05/2015 03:56:03 AM,01/05/2015 04:04:13 AM,UNF,UNFOUNDED,N,5E04,007XX Saint Maurice Ave,70117,5,"(0.0, 0.0)"
A0480015,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,01/05/2015 09:18:36 AM,01/05/2015 09:19:42 AM,01/05/2015 09:23:33 AM,01/05/2015 09:35:10 AM,NAT,Necessary Action Taken,N,1E02,001XX N Rampart St,70112,1,"(0.0, 0.0)"
A0482715,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,2A,37369000,3513814,01/05/2015 09:39:19 AM,01/05/2015 09:40:14 AM,01/05/2015 09:44:53 AM,01/05/2015 12:19:21 PM,RTF,REPORT TO FOLLOW,N,8C01,005XX Canal St,70130,8,"(0.0, 0.0)"
A0487615,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,0,0,01/05/2015 10:17:02 AM,,01/05/2015 10:17:02 AM,01/05/2015 10:28:14 AM,NAT,Necessary Action Taken,Y,,003XX Roay,,0,
A0496215,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/05/2015 11:35:34 AM,01/05/2015 11:21:55 PM,,01/05/2015 11:23:05 PM,NAT,Necessary Action Taken,N,5B03,013XX Marigny St,70117,5,"(0.0, 0.0)"
A0504215,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 12:50:45 PM,01/05/2015 07:11:01 PM,,01/05/2015 08:23:26 PM,UNF,UNFOUNDED,N,7L02,048XX Cernay St,70129,7,"(0.0, 0.0)"
A0515315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/05/2015 02:26:49 PM,,,01/05/2015 03:20:28 PM,VOI,VOID,N,5M04,025XX Clouet St,70117,5,"(0.0, 0.0)"
A0517515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/05/2015 02:55:36 PM,01/05/2015 02:55:36 PM,,01/05/2015 02:55:57 PM,RTF,REPORT TO FOLLOW,N,1K01,007XX S Broad St,70119,1,"(0.0, 0.0)"
A0518715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 03:07:55 PM,01/05/2015 03:08:47 PM,01/05/2015 03:12:16 PM,01/05/2015 03:52:41 PM,NAT,Necessary Action Taken,N,1I03,N Broad Ave & Bienville Ave,70119,1,"(0.0, 0.0)"
A0519915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/05/2015 03:18:31 PM,01/05/2015 03:22:46 PM,01/05/2015 03:27:56 PM,01/05/2015 03:31:27 PM,UNF,UNFOUNDED,N,1E04,004XX N Rampart St,70112,1,"(0.0, 0.0)"
A0521215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 03:32:26 PM,01/05/2015 03:36:58 PM,01/05/2015 03:43:39 PM,01/05/2015 04:25:51 PM,NAT,Necessary Action Taken,N,2I03,X Marlborough Gate Pl,70115,2,"(0.0, 0.0)"
A0521715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,01/05/2015 03:39:33 PM,01/05/2015 03:41:36 PM,01/05/2015 03:48:32 PM,01/05/2015 04:21:33 PM,NAT,Necessary Action Taken,N,6F04,021XX Louisiana Ave,70115,6,"(0.0, 0.0)"
A0524215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/05/2015 03:56:45 PM,,01/05/2015 03:56:45 PM,01/05/2015 04:10:39 PM,NAT,Necessary Action Taken,Y,2F01,011XX Jefferson Ave,70115,2,"(0.0, 0.0)"
A0525115,103M,MENTAL PATIENT,1A,29S,SUICIDE,2A,37369000,3513814,01/05/2015 04:07:41 PM,01/05/2015 04:14:39 PM,01/05/2015 04:16:44 PM,01/05/2015 04:33:59 PM,NAT,Necessary Action Taken,N,6E01,021XX Saint Charles Ave,70130,6,"(0.0, 0.0)"
A0525615,103M,MENTAL PATIENT,1A,29S,SUICIDE,1B,37369000,3513814,01/05/2015 04:12:35 PM,01/05/2015 04:13:37 PM,01/05/2015 04:17:11 PM,01/05/2015 05:18:37 PM,NAT,Necessary Action Taken,N,5B03,025XX N Robertson St,70117,5,"(0.0, 0.0)"
A0525715,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,01/05/2015 04:12:56 PM,01/05/2015 04:15:12 PM,,01/05/2015 04:22:29 PM,GOA,GONE ON ARRIVAL,N,7Q01,I-10 E & Morrison Rd Exit,70126,7,"(0.0, 0.0)"
B2033115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 06:24:15 PM,02/16/2015 06:27:33 PM,,02/16/2015 06:56:21 PM,NAT,Necessary Action Taken,N,6E03,017XX Saint Charles Ave,70130,6,"(0.0, 0.0)"
A0533615,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/05/2015 05:14:44 PM,,,01/05/2015 07:20:33 PM,VOI,VOID,N,7C03,060XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
A0543415,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 06:42:50 PM,01/05/2015 06:43:37 PM,01/05/2015 06:47:49 PM,01/05/2015 07:39:21 PM,RTF,REPORT TO FOLLOW,N,6J02,S Claiborne Av & Martin Luther King Jr Blvd,70113,6,"(0.0, 0.0)"
A0553715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/05/2015 08:52:12 PM,01/05/2015 09:02:40 PM,01/05/2015 09:10:56 PM,01/05/2015 09:14:15 PM,NAT,Necessary Action Taken,N,3B01,Metairie Rd & City Park Ave,70124,3,"(0.0, 0.0)"
A0559715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/05/2015 10:11:06 PM,01/05/2015 11:08:21 PM,01/05/2015 11:38:08 PM,01/06/2015 01:21:29 AM,NAT,Necessary Action Taken,N,3X01,021XX Benefit St,70122,3,"(0.0, 0.0)"
A0562615,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/05/2015 10:55:16 PM,01/06/2015 02:30:27 AM,,01/06/2015 02:44:19 AM,UNF,UNFOUNDED,N,7J03,047XX Hauck Dr,70127,7,"(0.0, 0.0)"
A0567515,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/05/2015 11:58:20 PM,,,01/06/2015 12:34:37 AM,VOI,VOID,N,3R04,055XX Eads St,70122,3,"(0.0, 0.0)"
A0574415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/06/2015 01:47:58 AM,01/06/2015 01:47:58 AM,01/06/2015 01:48:08 AM,01/06/2015 01:58:40 AM,NAT,Necessary Action Taken,N,3M03,036XX Gibson St,70122,3,"(0.0, 0.0)"
A0614215,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,01/06/2015 11:20:09 AM,01/06/2015 11:22:46 AM,01/06/2015 11:25:23 AM,01/06/2015 11:54:28 AM,NAT,Necessary Action Taken,N,2A03,005XX Henry Clay Ave,70118,2,"(0.0, 0.0)"
A0582315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/06/2015 05:14:33 AM,01/06/2015 05:15:09 AM,,01/06/2015 05:16:23 AM,VOI,VOID,N,1I02,003XX N Prieur St,70112,1,"(0.0, 0.0)"
A0594215,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,01/06/2015 08:25:46 AM,01/06/2015 08:27:40 AM,01/06/2015 08:36:15 AM,01/06/2015 09:29:28 AM,NAT,Necessary Action Taken,N,7P07,073XX Weaver Ave,70127,7,"(0.0, 0.0)"
A0600215,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1H,37369000,3513814,01/06/2015 09:16:32 AM,,01/06/2015 09:16:32 AM,01/06/2015 10:25:25 AM,RTF,REPORT TO FOLLOW,Y,6Q01,022XX Marengo St,70115,6,"(0.0, 0.0)"
A0603315,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/06/2015 09:39:58 AM,01/06/2015 10:08:59 AM,01/06/2015 10:12:10 AM,01/06/2015 10:58:59 AM,NAT,Necessary Action Taken,N,1J04,011XX N Tonti St,70119,1,"(0.0, 0.0)"
A0606515,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,01/06/2015 10:07:00 AM,,01/06/2015 10:09:03 AM,01/06/2015 12:20:14 PM,NAT,Necessary Action Taken,N,3U04,043XX Chef Menteur Hwy,70126,3,"(0.0, 0.0)"
A0607015,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,01/06/2015 10:13:24 AM,01/06/2015 10:25:24 AM,01/06/2015 10:29:34 AM,01/06/2015 11:22:13 AM,RTF,REPORT TO FOLLOW,N,2R01,032XX Louisiana Avenue Pkwy,70125,2,"(0.0, 0.0)"
A0607715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/06/2015 10:20:14 AM,01/06/2015 10:21:00 AM,01/06/2015 10:24:36 AM,01/06/2015 11:05:26 AM,NAT,Necessary Action Taken,N,1C03,018XX N Dupre St,70119,1,"(0.0, 0.0)"
B3060815,17J,JUVENILE ATTACHMENT,1F,21J,MISSING JUVENILE,1A,37369000,3513814,02/25/2015 05:02:34 PM,,02/25/2015 05:02:34 PM,02/25/2015 05:30:53 PM,RTF,REPORT TO FOLLOW,Y,8J02,004XX Loyola Ave,70112,8,"(0.0, 0.0)"
A0609515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/06/2015 10:32:48 AM,01/06/2015 10:34:42 AM,01/06/2015 10:34:37 AM,01/06/2015 11:09:36 AM,NAT,Necessary Action Taken,N,3U02,I10 W & Highrise W,70126,3,"(0.0, 0.0)"
A0612115,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,2A,37369000,3513814,01/06/2015 11:03:38 AM,01/06/2015 11:06:45 AM,,01/06/2015 02:26:29 PM,RTF,REPORT TO FOLLOW,N,,US90B E,,0,"(0.0, 0.0)"
A0613215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/06/2015 11:12:33 AM,01/06/2015 11:18:09 AM,01/06/2015 11:24:01 AM,01/06/2015 11:30:14 AM,UNF,UNFOUNDED,N,1J03,009XX N Miro St,70119,1,"(0.0, 0.0)"
A0621015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,01/06/2015 12:03:10 PM,01/06/2015 12:06:15 PM,01/06/2015 12:13:45 PM,01/06/2015 12:26:41 PM,NAT,Necessary Action Taken,N,6H02,019XX Martin Luther King Jr Blvd,70113,6,"(0.0, 0.0)"
A0619115,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/06/2015 11:51:55 AM,,01/06/2015 11:51:55 AM,01/06/2015 12:12:22 PM,NAT,Necessary Action Taken,Y,8I01,008XX Canal St,70112,8,"(0.0, 0.0)"
A0619315,24,MEDICAL,2B,35,SIMPLE BATTERY,1D,37369000,3513814,01/06/2015 11:52:23 AM,01/06/2015 12:12:17 PM,01/06/2015 12:17:52 PM,01/06/2015 01:40:16 PM,NAT,Necessary Action Taken,N,1C02,017XX N Rocheblave St,70119,1,"(0.0, 0.0)"
A0625815,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/06/2015 12:46:20 PM,01/06/2015 01:00:01 PM,01/06/2015 01:00:07 PM,01/06/2015 02:32:21 PM,NAT,Necessary Action Taken,N,6E02,015XX Magazine St,70130,6,"(0.0, 0.0)"
A0626315,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,01/06/2015 12:52:54 PM,01/06/2015 01:02:58 PM,01/06/2015 01:13:00 PM,01/06/2015 01:59:03 PM,NAT,Necessary Action Taken,N,2H04,063XX Saint Charles Ave,70118,2,"(0.0, 0.0)"
A0641615,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,01/06/2015 03:11:08 PM,01/06/2015 03:19:55 PM,01/06/2015 03:27:24 PM,01/06/2015 04:31:44 PM,NAT,Necessary Action Taken,N,6Q01,023XX Milan St,70115,6,"(0.0, 0.0)"
A0630715,43B,SEXUAL BATTERY,2B,43,SIMPLE RAPE,2D,37369000,3513814,01/06/2015 01:29:45 PM,01/06/2015 03:54:50 PM,01/06/2015 04:08:05 PM,01/06/2015 10:12:25 PM,RTF,REPORT TO FOLLOW,N,8J03,014XX Tulane,,8,"(0.0, 0.0)"
